Date,Company,R&D_Spending_USD_Mn,AI_Revenue_USD_Mn,AI_Revenue_Growth_%,Event,Stock_Impact_%
2019-12-06,OpenAI,6.31,2.76,176.2,,-0.51
2019-12-07,OpenAI,6.16,1.6,60.27,,0.37
2019-12-08,OpenAI,7.4,1.49,49.29,,0.47
2019-12-09,OpenAI,7.73,3.13,213.19,,0.49
2019-12-10,OpenAI,7.47,2.06,105.79,,0.5
2019-12-11,OpenAI,6.92,1.64,64.07,,0.57
2019-12-12,OpenAI,7.6,2.33,133.13,,0.24
2019-12-13,OpenAI,5.56,1.55,54.94,,0.69
2019-12-14,OpenAI,5.68,1.37,36.53,,-0.91
2019-12-15,OpenAI,5.92,2.3,130.12,,-0.01
2019-12-16,OpenAI,6.45,2.32,131.91,,0.63
2019-12-17,OpenAI,7.22,1.95,94.69,,0.47
2019-12-18,OpenAI,7.47,1.37,36.65,,0.11
2019-12-19,OpenAI,5.8,1.13,12.82,,0.03
2019-12-20,OpenAI,7.45,3.38,238.37,,-0.23
2019-12-21,OpenAI,7.39,2.38,137.83,,-0.36
2019-12-22,OpenAI,8.47,2.66,166.24,,0.12
2019-12-23,OpenAI,5.74,2.94,194.07,,0.89
2019-12-24,OpenAI,9.0,1.68,67.67,,0.95
2019-12-25,OpenAI,6.14,2.08,108.15,,-0.39
2019-12-26,OpenAI,6.95,1.35,34.51,,0.88
2019-12-27,OpenAI,7.62,2.88,187.57,,-0.42
2019-12-28,OpenAI,7.42,2.19,118.88,,-0.17
2019-12-29,OpenAI,7.5,1.73,72.8,,0.83
2019-12-30,OpenAI,6.77,2.21,121.5,,0.1
2019-12-31,OpenAI,6.84,1.35,34.71,,0.33
2020-01-01,OpenAI,8.17,3.11,210.91,,-0.55
2020-01-02,OpenAI,6.21,2.06,106.04,,0.56
2020-01-03,OpenAI,6.68,2.29,128.56,,-0.56
2020-01-04,OpenAI,7.61,2.96,196.34,,0.53
2020-01-05,OpenAI,7.05,2.49,149.2,,-0.23
2020-01-06,OpenAI,7.58,2.88,188.43,,-0.19
2020-01-07,OpenAI,7.04,2.15,115.24,,-0.76
2020-01-08,OpenAI,9.35,1.33,32.74,,0.54
2020-01-09,OpenAI,7.9,2.6,160.38,,-0.71
2020-01-10,OpenAI,8.09,1.8,80.24,,0.7
2020-01-11,OpenAI,7.43,2.37,136.95,,-0.73
2020-01-12,OpenAI,6.68,1.84,83.88,,-0.87
2020-01-13,OpenAI,8.72,2.6,160.45,,0.9
2020-01-14,OpenAI,8.36,2.07,106.69,,0.36
2020-01-15,OpenAI,6.1,3.02,202.47,,-0.47
2020-01-16,OpenAI,7.59,2.62,161.54,,-0.92
2020-01-17,OpenAI,6.47,2.51,150.99,,-0.64
2020-01-18,OpenAI,8.22,3.05,205.16,,0.3
2020-01-19,OpenAI,6.93,2.55,155.43,,0.48
2020-01-20,OpenAI,7.18,2.41,140.88,,0.23
2020-01-21,OpenAI,6.94,2.58,157.71,,0.82
2020-01-22,OpenAI,8.4,2.72,172.28,,-0.15
2020-01-23,OpenAI,6.12,2.62,161.61,,-0.85
2020-01-24,OpenAI,6.6,2.43,142.67,,-0.9
2020-01-25,OpenAI,9.12,2.28,127.52,,0.45
2020-01-26,OpenAI,7.59,2.28,127.93,,0.48
2020-01-27,OpenAI,6.32,2.8,180.38,,0.36
2020-01-28,OpenAI,7.59,2.14,114.31,,-0.77
2020-01-29,OpenAI,8.58,2.5,149.79,,0.72
2020-01-30,OpenAI,5.3,2.9,190.4,,-0.39
2020-01-31,OpenAI,6.89,2.44,144.11,,-0.02
2020-02-01,OpenAI,7.17,2.32,132.17,,-0.55
2020-02-02,OpenAI,9.02,2.28,128.37,,0.03
2020-02-03,OpenAI,9.6,2.54,153.62,,-0.96
2020-02-04,OpenAI,6.58,2.0,100.0,,-0.67
2020-02-05,OpenAI,7.4,2.38,138.42,,0.71
2020-02-06,OpenAI,7.23,2.37,136.68,,-0.45
2020-02-07,OpenAI,7.33,2.91,190.96,,0.86
2020-02-08,OpenAI,7.38,2.08,108.07,,-0.54
2020-02-09,OpenAI,6.26,3.08,207.82,,0.43
2020-02-10,OpenAI,8.93,1.44,44.25,,-0.52
2020-02-11,OpenAI,5.61,2.88,188.19,,0.21
2020-02-12,OpenAI,6.81,2.76,176.13,,0.28
2020-02-13,OpenAI,8.42,3.24,223.62,,0.52
2020-02-14,OpenAI,7.26,2.95,194.65,,-0.83
2020-02-15,OpenAI,6.89,2.65,164.58,,0.19
2020-02-16,OpenAI,7.6,3.12,211.95,,-0.22
2020-02-17,OpenAI,7.62,2.86,185.7,,-0.21
2020-02-18,OpenAI,6.92,2.85,184.65,,0.8
2020-02-19,OpenAI,6.5,2.46,146.09,,0.3
2020-02-20,OpenAI,6.38,2.21,121.02,,-0.01
2020-02-21,OpenAI,6.95,2.1,110.09,,0.79
2020-02-22,OpenAI,6.7,3.0,199.54,,0.11
2020-02-23,OpenAI,6.59,1.53,53.33,,0.78
2020-02-24,OpenAI,9.87,2.27,126.87,,-0.72
2020-02-25,OpenAI,7.57,4.32,332.31,,0.6
2020-02-26,OpenAI,8.07,2.02,102.47,,-0.39
2020-02-27,OpenAI,5.94,2.68,167.61,,0.45
2020-02-28,OpenAI,6.55,3.2,220.37,,0.51
2020-02-29,OpenAI,7.07,2.24,124.16,,0.34
2020-03-01,OpenAI,7.61,2.69,169.04,,-0.91
2020-03-02,OpenAI,6.35,2.89,188.61,,0.05
2020-03-03,OpenAI,7.55,2.6,159.62,,-0.52
2020-03-04,OpenAI,5.83,2.71,171.26,,-0.23
2020-03-05,OpenAI,8.88,2.43,142.5,,-0.69
2020-03-06,OpenAI,8.76,2.14,114.39,,0.11
2020-03-07,OpenAI,7.58,2.93,192.77,,-1.0
2020-03-08,OpenAI,9.44,2.84,184.27,,-0.75
2020-03-09,OpenAI,8.47,2.84,184.38,,-0.07
2020-03-10,OpenAI,6.41,2.66,165.9,,-0.78
2020-03-11,OpenAI,6.21,2.44,143.65,,0.22
2020-03-12,OpenAI,9.15,1.83,82.88,,-0.97
2020-03-13,OpenAI,6.42,1.52,52.11,,-0.57
2020-03-14,OpenAI,7.59,2.29,129.35,,0.06
2020-03-15,OpenAI,6.91,1.96,95.51,,0.29
2020-03-16,OpenAI,6.47,2.29,129.01,,0.48
2020-03-17,OpenAI,7.29,3.1,209.73,,0.76
2020-03-18,OpenAI,6.62,2.71,170.99,,-0.0
2020-03-19,OpenAI,7.38,3.01,200.6,,-0.41
2020-03-20,OpenAI,6.39,2.42,141.64,,0.09
2020-03-21,OpenAI,8.11,2.85,185.11,,0.99
2020-03-22,OpenAI,6.99,2.2,120.25,,-0.98
2020-03-23,OpenAI,8.37,2.84,184.2,,0.6
2020-03-24,OpenAI,8.38,2.93,193.3,,-0.18
2020-03-25,OpenAI,6.34,2.24,123.94,,-0.83
2020-03-26,OpenAI,5.01,2.36,136.41,,0.98
2020-03-27,OpenAI,8.15,1.88,87.69,,0.29
2020-03-28,OpenAI,7.03,2.79,178.97,,0.54
2020-03-29,OpenAI,9.25,1.94,94.37,,-0.01
2020-03-30,OpenAI,8.25,1.61,60.65,,-0.56
2020-03-31,OpenAI,6.99,2.42,141.67,,0.44
2020-04-01,OpenAI,7.08,3.09,208.73,,0.72
2020-04-02,OpenAI,8.89,1.73,73.1,,0.5
2020-04-03,OpenAI,8.0,2.73,173.5,,0.98
2020-04-04,OpenAI,5.89,2.5,149.65,,0.18
2020-04-05,OpenAI,7.17,2.25,125.41,,-0.35
2020-04-06,OpenAI,8.05,1.94,93.61,,-0.83
2020-04-07,OpenAI,9.2,2.1,109.57,,0.45
2020-04-08,OpenAI,8.43,2.46,146.45,,0.44
2020-04-09,OpenAI,8.56,2.86,186.03,,-0.58
2020-04-10,OpenAI,8.41,2.39,139.12,,-0.45
2020-04-11,OpenAI,8.24,2.31,130.72,,0.15
2020-04-12,OpenAI,6.92,2.17,116.64,,0.15
2020-04-13,OpenAI,6.62,2.6,159.71,,0.12
2020-04-14,OpenAI,7.97,1.98,97.65,,0.85
2020-04-15,OpenAI,5.34,2.38,138.18,,-0.03
2020-04-16,OpenAI,7.52,2.51,150.91,,-0.81
2020-04-17,OpenAI,6.47,2.24,124.17,,0.0
2020-04-18,OpenAI,5.21,2.94,194.18,,-0.61
2020-04-19,OpenAI,7.53,1.84,83.82,,-0.73
2020-04-20,OpenAI,8.19,3.41,240.92,,0.1
2020-04-21,OpenAI,8.47,2.12,111.98,,-0.61
2020-04-22,OpenAI,6.4,2.43,142.72,,0.45
2020-04-23,OpenAI,7.71,2.3,129.72,,-0.48
2020-04-24,OpenAI,6.32,2.47,146.87,,-0.13
2020-04-25,OpenAI,8.22,2.26,126.41,,-0.38
2020-04-26,OpenAI,8.88,1.97,96.52,,0.76
2020-04-27,OpenAI,8.04,2.3,129.66,,-0.63
2020-04-28,OpenAI,7.04,3.55,254.84,,0.78
2020-04-29,OpenAI,7.4,3.36,235.88,,0.83
2020-04-30,OpenAI,5.78,3.53,253.09,,0.6
2020-05-01,OpenAI,6.17,1.99,99.24,,-0.12
2020-05-02,OpenAI,9.4,2.31,131.02,,0.41
2020-05-03,OpenAI,8.71,1.11,10.8,,-0.07
2020-05-04,OpenAI,8.0,2.53,153.13,,0.05
2020-05-05,OpenAI,7.61,2.65,165.2,,-0.08
2020-05-06,OpenAI,7.2,2.87,186.56,,0.59
2020-05-07,OpenAI,8.52,2.29,128.68,,0.1
2020-05-08,OpenAI,5.9,2.29,128.66,,-0.22
2020-05-09,OpenAI,5.76,2.66,165.78,,-0.45
2020-05-10,OpenAI,7.58,2.0,99.77,,-0.98
2020-05-11,OpenAI,7.67,2.51,150.62,,-0.44
2020-05-12,OpenAI,6.52,1.9,89.87,,0.1
2020-05-13,OpenAI,9.27,1.9,89.92,,-0.88
2020-05-14,OpenAI,6.78,2.67,167.06,,0.44
2020-05-15,OpenAI,7.48,2.4,140.39,,0.53
2020-05-16,OpenAI,6.06,2.71,170.72,,-0.18
2020-05-17,OpenAI,6.11,2.72,171.92,,-0.07
2020-05-18,OpenAI,6.88,2.65,165.1,,-0.82
2020-05-19,OpenAI,7.73,1.31,31.45,,-0.58
2020-05-20,OpenAI,8.41,2.84,183.94,,0.45
2020-05-21,OpenAI,9.75,2.59,159.19,,-0.81
2020-05-22,OpenAI,7.88,2.83,182.71,,-0.08
2020-05-23,OpenAI,6.62,3.7,269.67,,0.73
2020-05-24,OpenAI,8.25,2.3,129.51,,-0.53
2020-05-25,OpenAI,7.79,2.37,136.82,,0.07
2020-05-26,OpenAI,8.05,3.56,256.01,,-0.79
2020-05-27,OpenAI,9.07,2.53,153.28,,0.91
2020-05-28,OpenAI,5.26,2.33,132.67,,-0.93
2020-05-29,OpenAI,5.62,2.62,162.25,,-0.13
2020-05-30,OpenAI,7.13,2.43,142.58,,0.07
2020-05-31,OpenAI,8.33,2.08,108.07,,0.27
2020-06-01,OpenAI,7.72,3.38,238.41,,-0.8
2020-06-02,OpenAI,6.19,2.55,154.71,,-0.32
2020-06-03,OpenAI,7.93,2.6,159.8,,-0.75
2020-06-04,OpenAI,6.37,1.84,83.58,,-0.97
2020-06-05,OpenAI,7.75,3.47,246.69,,0.9
2020-06-06,OpenAI,7.8,2.15,114.67,,-0.73
2020-06-07,OpenAI,6.08,2.12,112.2,,-0.34
2020-06-08,OpenAI,7.54,3.23,222.52,,0.64
2020-06-09,OpenAI,6.63,2.62,162.19,,0.47
2020-06-10,OpenAI,7.85,3.62,261.93,,-0.43
2020-06-11,OpenAI,5.9,2.62,161.56,GPT-3 release,8.5
2020-06-12,OpenAI,8.08,2.58,157.53,,-0.89
2020-06-13,OpenAI,6.58,2.16,116.17,,-0.01
2020-06-14,OpenAI,6.76,2.86,186.48,,-0.37
2020-06-15,OpenAI,7.69,2.48,148.31,,0.99
2020-06-16,OpenAI,8.52,3.29,228.64,,-0.95
2020-06-17,OpenAI,6.83,2.69,168.72,,-0.93
2020-06-18,OpenAI,7.34,2.35,135.17,,0.23
2020-06-19,OpenAI,8.01,3.04,203.56,,0.61
2020-06-20,OpenAI,6.6,2.39,139.16,,0.14
2020-06-21,OpenAI,5.89,1.63,63.49,,-0.08
2020-06-22,OpenAI,7.55,2.64,164.37,,-0.35
2020-06-23,OpenAI,6.73,2.45,145.04,,0.5
2020-06-24,OpenAI,7.91,2.12,112.38,,0.18
2020-06-25,OpenAI,6.86,2.68,168.33,,-0.23
2020-06-26,OpenAI,7.95,2.78,177.71,,0.8
2020-06-27,OpenAI,6.0,1.98,98.45,,-0.67
2020-06-28,OpenAI,7.55,2.94,193.71,,0.06
2020-06-29,OpenAI,8.35,2.58,158.06,,-0.45
2020-06-30,OpenAI,8.75,2.24,124.27,,-0.14
2020-07-01,OpenAI,7.59,2.05,105.18,,0.2
2020-07-02,OpenAI,7.66,2.44,144.39,,-0.77
2020-07-03,OpenAI,6.82,2.44,144.34,,-0.85
2020-07-04,OpenAI,6.04,3.34,233.59,,-0.91
2020-07-05,OpenAI,7.48,1.97,97.3,,0.0
2020-07-06,OpenAI,6.75,2.57,157.12,,0.18
2020-07-07,OpenAI,7.52,2.35,134.82,,-0.37
2020-07-08,OpenAI,6.32,2.48,148.02,,0.06
2020-07-09,OpenAI,6.51,2.99,198.54,,-0.95
2020-07-10,OpenAI,7.23,2.27,127.41,,0.64
2020-07-11,OpenAI,7.93,2.39,138.8,,0.96
2020-07-12,OpenAI,7.34,2.57,157.35,,-0.25
2020-07-13,OpenAI,6.94,2.27,127.0,,0.77
2020-07-14,OpenAI,5.6,1.89,89.29,,-0.98
2020-07-15,OpenAI,8.27,1.92,91.54,,0.99
2020-07-16,OpenAI,7.97,3.12,212.47,,0.46
2020-07-17,OpenAI,7.62,3.13,213.12,,-0.06
2020-07-18,OpenAI,7.74,3.32,231.98,,0.23
2020-07-19,OpenAI,7.91,1.68,68.43,,-0.78
2020-07-20,OpenAI,8.1,0.99,-1.45,,-0.54
2020-07-21,OpenAI,7.37,2.44,144.13,,0.3
2020-07-22,OpenAI,7.42,1.96,96.11,,0.55
2020-07-23,OpenAI,7.7,1.98,97.71,,-0.66
2020-07-24,OpenAI,7.64,1.96,96.17,,0.44
2020-07-25,OpenAI,7.88,2.88,188.05,,-0.61
2020-07-26,OpenAI,7.07,3.04,204.42,,-0.26
2020-07-27,OpenAI,7.4,2.81,181.31,,-0.32
2020-07-28,OpenAI,8.4,3.5,250.17,,0.89
2020-07-29,OpenAI,8.34,2.52,152.2,,-0.01
2020-07-30,OpenAI,9.55,2.27,127.01,,0.64
2020-07-31,OpenAI,7.64,3.33,232.56,,-0.27
2020-08-01,OpenAI,6.56,2.8,180.37,,0.0
2020-08-02,OpenAI,7.24,2.65,165.23,,0.11
2020-08-03,OpenAI,7.0,2.97,197.01,,-0.06
2020-08-04,OpenAI,7.1,2.9,190.08,,-0.32
2020-08-05,OpenAI,6.36,1.59,59.38,,-0.44
2020-08-06,OpenAI,9.12,2.54,153.54,,0.67
2020-08-07,OpenAI,5.94,2.37,137.21,,-0.11
2020-08-08,OpenAI,7.26,2.86,185.63,,0.78
2020-08-09,OpenAI,7.84,2.94,194.48,,0.99
2020-08-10,OpenAI,6.73,3.72,272.1,,-0.97
2020-08-11,OpenAI,8.55,2.26,125.83,,-0.15
2020-08-12,OpenAI,6.52,2.71,171.45,,0.68
2020-08-13,OpenAI,7.95,2.76,176.48,,0.63
2020-08-14,OpenAI,7.93,1.6,60.37,,0.02
2020-08-15,OpenAI,7.96,2.0,99.99,,0.39
2020-08-16,OpenAI,6.36,2.33,132.85,,0.47
2020-08-17,OpenAI,5.63,2.3,129.94,,-0.79
2020-08-18,OpenAI,6.79,1.72,71.59,,-0.53
2020-08-19,OpenAI,7.59,2.25,124.53,,-0.41
2020-08-20,OpenAI,8.18,2.95,194.75,,0.91
2020-08-21,OpenAI,8.7,2.59,159.46,,0.79
2020-08-22,OpenAI,7.79,3.14,214.26,,-0.68
2020-08-23,OpenAI,7.11,2.03,103.35,,-0.66
2020-08-24,OpenAI,5.95,2.15,115.33,,0.25
2020-08-25,OpenAI,6.52,2.95,195.22,,0.82
2020-08-26,OpenAI,7.54,3.03,203.16,,-0.44
2020-08-27,OpenAI,8.06,2.97,197.2,,-0.49
2020-08-28,OpenAI,7.11,2.38,138.34,,0.47
2020-08-29,OpenAI,5.34,2.14,113.79,,-0.3
2020-08-30,OpenAI,8.27,1.56,55.75,,-0.85
2020-08-31,OpenAI,8.31,2.66,165.73,,-0.54
2020-09-01,OpenAI,7.81,1.97,96.67,,-0.85
2020-09-02,OpenAI,7.61,2.05,104.73,,0.33
2020-09-03,OpenAI,5.65,1.89,89.42,,0.19
2020-09-04,OpenAI,7.79,3.08,208.35,,-0.32
2020-09-05,OpenAI,6.69,2.21,120.75,,-0.22
2020-09-06,OpenAI,7.92,1.46,45.53,,0.44
2020-09-07,OpenAI,7.46,3.13,212.75,,-0.04
2020-09-08,OpenAI,7.89,3.28,228.34,,0.72
2020-09-09,OpenAI,7.04,2.09,109.48,,0.25
2020-09-10,OpenAI,8.48,3.0,200.41,,-0.94
2020-09-11,OpenAI,6.49,2.58,157.69,,-0.64
2020-09-12,OpenAI,5.93,2.0,99.84,,0.92
2020-09-13,OpenAI,7.59,2.04,104.09,,0.86
2020-09-14,OpenAI,8.92,2.75,175.31,,0.94
2020-09-15,OpenAI,6.33,3.06,206.01,,-0.64
2020-09-16,OpenAI,6.17,2.36,135.65,,-0.98
2020-09-17,OpenAI,8.25,3.5,250.06,,0.92
2020-09-18,OpenAI,7.51,2.12,111.66,,0.83
2020-09-19,OpenAI,8.46,3.15,214.93,,-0.41
2020-09-20,OpenAI,8.94,2.93,192.93,,-0.8
2020-09-21,OpenAI,7.28,2.16,116.18,,0.45
2020-09-22,OpenAI,7.79,2.88,188.25,,0.34
2020-09-23,OpenAI,6.47,2.5,150.14,,-0.66
2020-09-24,OpenAI,8.07,2.75,174.93,,0.21
2020-09-25,OpenAI,9.29,1.78,78.06,,0.9
2020-09-26,OpenAI,6.99,2.91,190.7,,0.88
2020-09-27,OpenAI,6.98,2.16,116.0,,1.0
2020-09-28,OpenAI,7.32,2.02,101.77,,0.2
2020-09-29,OpenAI,6.76,2.52,151.64,,-0.97
2020-09-30,OpenAI,7.93,2.13,113.32,,-0.49
2020-10-01,OpenAI,7.05,2.41,141.48,,0.61
2020-10-02,OpenAI,6.08,2.68,168.16,,-0.65
2020-10-03,OpenAI,8.14,2.61,161.49,,0.68
2020-10-04,OpenAI,6.91,2.61,160.91,,-0.74
2020-10-05,OpenAI,6.86,2.3,130.16,,0.97
2020-10-06,OpenAI,6.19,2.72,172.09,,0.7
2020-10-07,OpenAI,6.1,3.44,243.6,,0.68
2020-10-08,OpenAI,8.16,2.29,128.53,,-0.62
2020-10-09,OpenAI,7.34,0.77,-22.88,,0.44
2020-10-10,OpenAI,5.64,2.71,170.58,,0.8
2020-10-11,OpenAI,6.56,3.21,221.32,,0.01
2020-10-12,OpenAI,7.23,2.9,189.52,,-0.88
2020-10-13,OpenAI,5.88,2.8,180.47,,-0.46
2020-10-14,OpenAI,8.07,3.5,249.63,,0.99
2020-10-15,OpenAI,7.2,2.61,161.09,,0.15
2020-10-16,OpenAI,7.39,1.34,34.21,,0.65
2020-10-17,OpenAI,4.75,2.33,133.13,,-0.01
2020-10-18,OpenAI,6.56,2.61,161.09,,0.54
2020-10-19,OpenAI,6.94,2.19,118.76,,0.4
2020-10-20,OpenAI,7.0,2.82,181.57,,-0.92
2020-10-21,OpenAI,8.1,2.78,178.09,,-0.27
2020-10-22,OpenAI,7.33,2.44,144.14,,-0.67
2020-10-23,OpenAI,8.71,2.35,135.06,,0.35
2020-10-24,OpenAI,8.37,2.96,195.64,,0.37
2020-10-25,OpenAI,5.39,2.27,126.64,,0.95
2020-10-26,OpenAI,6.77,2.93,193.14,,0.37
2020-10-27,OpenAI,7.29,3.21,220.73,,-0.01
2020-10-28,OpenAI,8.57,2.75,174.75,,0.18
2020-10-29,OpenAI,9.09,2.5,149.95,,0.65
2020-10-30,OpenAI,6.97,2.54,154.47,,0.8
2020-10-31,OpenAI,6.58,2.93,192.77,,0.84
2020-11-01,OpenAI,6.95,3.69,269.47,,-0.26
2020-11-02,OpenAI,7.43,3.45,245.27,,0.7
2020-11-03,OpenAI,7.98,2.1,110.16,,-0.56
2020-11-04,OpenAI,5.17,3.36,235.75,,-0.54
2020-11-05,OpenAI,7.81,2.68,167.92,,-0.51
2020-11-06,OpenAI,9.02,2.85,185.22,,-0.76
2020-11-07,OpenAI,8.5,1.01,1.37,,-0.11
2020-11-08,OpenAI,8.42,2.41,141.39,,0.67
2020-11-09,OpenAI,8.37,2.71,171.26,,0.68
2020-11-10,OpenAI,8.77,3.06,205.85,,-0.65
2020-11-11,OpenAI,7.32,3.15,214.78,,1.0
2020-11-12,OpenAI,6.73,2.6,159.89,,0.4
2020-11-13,OpenAI,6.42,1.38,38.23,,-0.43
2020-11-14,OpenAI,6.82,2.95,195.31,,-0.93
2020-11-15,OpenAI,7.24,2.01,100.71,,0.13
2020-11-16,OpenAI,8.3,2.71,171.06,,-0.66
2020-11-17,OpenAI,7.66,2.51,150.6,,-0.94
2020-11-18,OpenAI,7.25,2.43,142.58,,-0.15
2020-11-19,OpenAI,7.0,1.89,88.67,,-0.99
2020-11-20,OpenAI,5.86,3.07,207.08,,-0.67
2020-11-21,OpenAI,6.95,3.33,233.35,,-0.8
2020-11-22,OpenAI,6.97,1.96,96.19,,-0.61
2020-11-23,OpenAI,6.66,2.46,146.36,,0.3
2020-11-24,OpenAI,5.88,1.73,73.46,,0.33
2020-11-25,OpenAI,8.86,2.18,118.14,,0.28
2020-11-26,OpenAI,8.0,2.91,191.46,AI-powered search update,3.36
2020-11-27,OpenAI,7.03,2.63,163.45,,-0.2
2020-11-28,OpenAI,8.31,2.17,116.99,,-0.74
2020-11-29,OpenAI,8.11,2.5,150.42,,0.66
2020-11-30,OpenAI,8.15,1.28,27.72,,-0.42
2020-12-01,OpenAI,7.31,2.17,117.34,,-0.37
2020-12-02,OpenAI,8.96,1.34,33.94,,-0.88
2020-12-03,OpenAI,9.0,2.54,153.6,,0.75
2020-12-04,OpenAI,6.04,1.82,82.1,,-0.89
2020-12-05,OpenAI,7.93,1.9,90.4,,0.15
2020-12-06,OpenAI,6.82,1.3,29.98,,0.05
2020-12-07,OpenAI,6.35,2.28,127.57,,0.55
2020-12-08,OpenAI,7.88,2.68,167.84,,-0.71
2020-12-09,OpenAI,7.65,2.42,141.91,,-0.49
2020-12-10,OpenAI,7.8,2.6,160.14,,0.47
2020-12-11,OpenAI,8.0,2.83,183.12,,-0.95
2020-12-12,OpenAI,7.35,1.93,92.62,,0.49
2020-12-13,OpenAI,8.39,2.49,148.7,,0.13
2020-12-14,OpenAI,7.7,2.25,125.25,,-0.32
2020-12-15,OpenAI,6.89,2.77,177.43,,-0.41
2020-12-16,OpenAI,7.66,2.37,137.23,,0.83
2020-12-17,OpenAI,7.68,2.95,195.24,,-0.5
2020-12-18,OpenAI,7.19,0.99,-0.81,,0.43
2020-12-19,OpenAI,7.32,2.54,153.83,,-0.38
2020-12-20,OpenAI,8.44,2.73,172.52,,-0.33
2020-12-21,OpenAI,6.89,1.87,86.58,,-0.34
2020-12-22,OpenAI,6.29,3.61,260.88,,0.19
2020-12-23,OpenAI,6.71,2.73,172.66,,0.66
2020-12-24,OpenAI,8.65,2.89,188.68,,0.23
2020-12-25,OpenAI,8.28,2.15,114.96,,0.15
2020-12-26,OpenAI,7.83,2.61,161.26,,0.76
2020-12-27,OpenAI,7.24,2.3,129.89,,0.08
2020-12-28,OpenAI,8.39,2.93,193.01,,0.31
2020-12-29,OpenAI,6.28,2.05,104.88,,0.21
2020-12-30,OpenAI,6.09,2.56,155.86,,0.03
2020-12-31,OpenAI,7.47,1.64,63.65,,-0.33
2021-01-01,OpenAI,7.05,3.79,279.3,,-0.46
2021-01-02,OpenAI,7.91,3.62,261.6,,0.63
2021-01-03,OpenAI,6.0,2.3,130.31,,0.26
2021-01-04,OpenAI,7.88,3.01,200.93,,0.68
2021-01-05,OpenAI,7.08,2.05,104.95,,-0.85
2021-01-06,OpenAI,9.14,2.75,175.22,,-0.38
2021-01-07,OpenAI,9.75,3.1,210.42,,0.97
2021-01-08,OpenAI,8.49,2.68,168.47,,-0.41
2021-01-09,OpenAI,8.97,3.02,201.69,,0.92
2021-01-10,OpenAI,8.6,3.05,205.15,AI Ads Optimization upgrade,-1.41
2021-01-11,OpenAI,7.47,2.8,180.36,,-0.63
2021-01-12,OpenAI,8.71,2.39,138.86,,0.11
2021-01-13,OpenAI,7.53,3.06,206.24,,0.16
2021-01-14,OpenAI,7.67,3.01,201.46,,-0.24
2021-01-15,OpenAI,8.27,2.61,160.87,,-0.71
2021-01-16,OpenAI,9.1,2.68,167.58,,0.28
2021-01-17,OpenAI,8.28,3.79,278.77,,-0.74
2021-01-18,OpenAI,6.09,2.71,170.98,,0.43
2021-01-19,OpenAI,7.75,3.43,243.17,,-0.61
2021-01-20,OpenAI,9.23,2.86,186.46,,-0.16
2021-01-21,OpenAI,9.89,3.0,199.88,,-0.99
2021-01-22,OpenAI,8.05,2.94,194.42,,-0.71
2021-01-23,OpenAI,6.72,2.82,182.27,,0.45
2021-01-24,OpenAI,9.34,3.33,233.06,,-0.65
2021-01-25,OpenAI,8.55,2.7,170.32,,-0.36
2021-01-26,OpenAI,7.24,3.68,267.92,,0.76
2021-01-27,OpenAI,7.7,3.07,207.3,,0.3
2021-01-28,OpenAI,8.39,4.0,299.79,,0.62
2021-01-29,OpenAI,7.93,3.28,228.26,,-0.45
2021-01-30,OpenAI,5.69,4.49,348.9,,-0.63
2021-01-31,OpenAI,8.26,2.78,177.81,,-0.67
2021-02-01,OpenAI,8.99,3.86,286.04,,0.73
2021-02-02,OpenAI,7.25,3.33,232.92,,-0.45
2021-02-03,OpenAI,9.29,3.14,214.15,,-0.56
2021-02-04,OpenAI,8.97,3.57,257.36,,0.12
2021-02-05,OpenAI,8.96,3.02,202.17,,0.99
2021-02-06,OpenAI,7.28,3.52,252.0,,-0.45
2021-02-07,OpenAI,9.16,2.8,180.44,,0.53
2021-02-08,OpenAI,7.77,2.28,127.74,,-0.8
2021-02-09,OpenAI,8.44,2.98,197.57,,-0.75
2021-02-10,OpenAI,7.27,2.67,167.09,,-0.32
2021-02-11,OpenAI,8.05,2.64,164.22,,-0.54
2021-02-12,OpenAI,8.64,3.15,215.33,,0.21
2021-02-13,OpenAI,10.24,2.64,163.9,,-0.44
2021-02-14,OpenAI,8.76,2.7,170.02,,-0.07
2021-02-15,OpenAI,6.42,2.72,172.43,,0.16
2021-02-16,OpenAI,8.41,2.68,168.29,,-0.52
2021-02-17,OpenAI,9.35,2.7,170.22,AI Video Recommendation upgrade,2.57
2021-02-18,OpenAI,7.1,3.81,280.86,,-0.61
2021-02-19,OpenAI,8.05,3.27,226.8,,0.97
2021-02-20,OpenAI,8.56,3.16,215.74,,-0.74
2021-02-21,OpenAI,8.49,3.31,230.86,,-1.0
2021-02-22,OpenAI,7.51,2.69,168.54,,-0.9
2021-02-23,OpenAI,8.77,2.17,117.16,,-0.27
2021-02-24,OpenAI,7.64,3.67,266.77,,-0.29
2021-02-25,OpenAI,7.95,2.9,190.08,,0.55
2021-02-26,OpenAI,8.13,2.73,173.28,,-0.72
2021-02-27,OpenAI,7.99,3.35,235.07,,0.56
2021-02-28,OpenAI,6.64,2.87,187.4,,-0.66
2021-03-01,OpenAI,9.38,2.94,194.45,,0.2
2021-03-02,OpenAI,9.39,2.73,173.02,,0.46
2021-03-03,OpenAI,9.31,2.87,186.91,,0.72
2021-03-04,OpenAI,6.25,3.74,273.79,,0.3
